source_id,ra,dec,parallax,parallax_error,pmra,pmdec,radial_velocity,phot_g_mean_mag,bp_rp,ruwe
1,278.6241774801468,42.607023926799656,0.7792839794306985,0.1409337539505321,-5.122644564565032,0.4479638368421732,-50.90588057593428,12.69830028346315,2.571134570031169,1.146274814141808
2,157.99623831073885,69.55251961026738,2.562179186914313,0.1929056532511925,4.540314217589927,4.97969342411129,26.56116142962907,7.007780365310018,1.2607591595247043,0.8565725152103452
3,309.09525116809766,75.79029551313451,1.0806352573191875,0.0867642178775004,-6.013482929505151,-3.022993080897704,5.689978267014822,8.94657447072703,2.5003546513888995,0.9464422648865798
4,251.052490461371,0.6539265329578541,1.1854701957090907,0.0965147181525436,-1.4318306793258782,-9.21192231015336,9.2183353587832,16.554341424358633,1.4386908629226474,0.819466981936334
5,33.90384523955383,3.649520653302432,3.345272658635946,0.1661821330136706,-2.930258199877793,-9.582987337591057,97.5471741343346,12.07327518927004,2.309801577647708,0.8118527543905565
6,351.22404658923216,53.976673937490574,2.2681732620660497,0.1110372166536934,0.8216032969095799,-6.297065333530667,-63.45448074299062,16.5165530368746,0.5787893998313318,1.1958633986686975
7,274.0102927165271,-33.39887548604377,4.6483360256974775,0.1525831567608319,-3.2024503592771296,-6.565838590999686,-1.3716677091861798,7.92822145433359,2.789020615043695,0.997388603322554
8,282.9831498997034,60.728825222112334,1.9362042257363152,0.1027477036016465,-1.3544681353546868,-0.7730537930995451,15.221776140690778,9.290316462232658,1.545567694236971,0.9422076074540986
9,46.12090776319651,-1.0545036268637773,3.767810577727555,0.058789125526286,-1.1806504588899278,-5.944400767988025,-36.81365582691677,11.122377799938622,0.927435087753658,0.9099508306500076
10,162.13893764240416,-69.1457896196517,2.5749474356970845,0.1541366917005819,-3.671938786956505,-3.51377479910602,1.4163372541470485,11.241040977529057,0.8761708978214593,1.1920050579779835
